id	Üst Kategori	Alt Kategori 1	Alt Kategori 2	Ürün Grubu (Leaf)	Komisyon % (KDV Dahil)	Pazarlama Hizmet Bedeli %	Pazaryeri Hizmet Bedeli %	Hakediş Süresi (Gün)
n11-689	Düğün, Davet, Organizasyon	Parti	Parti Kostümleri	Parti Kostümleri	21%	%1	%0.67	24
n11-690	Düğün, Davet, Organizasyon	Söz & Nişan	Söz & Nişan Aksesuar	Söz & Nişan Aksesuar	21%	%1	%0.67	24
n11-691	Düğün, Davet, Organizasyon	Söz & Nişan	Giyim	Giyim	21%	%1	%0.67	24
n11-692	Düğün, Davet, Organizasyon	Söz & Nişan	Söz & Nişan Organizasyon	Söz & Nişan Organizasyon	21%	%1	%0.67	24
n11-693	El İşi Ürünleri	Hobi	Hobi	Hobi	18%	%1	%0.67	20
n11-694	Film	Belgeseller	Belgeseller	Belgeseller	15%	%1	%0.67	24
n11-695	Film	Çizgi Film & Animasyon	Çizgi Film & Animasyon	Çizgi Film & Animasyon	15%	%1	%0.67	24
n11-696	Film	Eğitim & Sağlık	Eğitim & Sağlık	Eğitim & Sağlık	15%	%1	%0.67	24
n11-697	Film	Müzik & Sahne	Müzik & Sahne	Müzik & Sahne	15%	%1	%0.67	24
n11-698	Film	Spor, Yoga, Hobi	Spor, Yoga, Hobi	Spor, Yoga, Hobi	15%	%1	%0.67	24
n11-699	Film	Yabancı Filmler	Aile	Aile	15%	%1	%0.67	24
n11-700	Film	Yabancı Filmler	Animasyon	Animasyon	15%	%1	%0.67	24
n11-701	Film	Yabancı Filmler	Aşk & Romantik	Aşk & Romantik	15%	%1	%0.67	24
n11-702	Film	Yabancı Filmler	Bilim Kurgu & Fantastik	Bilim Kurgu & Fantastik	15%	%1	%0.67	24
n11-703	Film	Yabancı Filmler	Diziler	Diziler	15%	%1	%0.67	24
n11-704	Film	Yabancı Filmler	Drama & Duygusal	Drama & Duygusal	15%	%1	%0.67	24
n11-705	Film	Yabancı Filmler	Gençlik	Gençlik	15%	%1	%0.67	24
n11-706	Film	Yabancı Filmler	Klasikler	Klasikler	15%	%1	%0.67	24
n11-707	Film	Yabancı Filmler	Komedi	Komedi	15%	%1	%0.67	24
n11-708	Film	Yabancı Filmler	Korku & Gerilim	Korku & Gerilim	15%	%1	%0.67	24
n11-709	Film	Yabancı Filmler	Macera & Aksiyon	Macera & Aksiyon	15%	%1	%0.67	24
n11-710	Film	Yabancı Filmler	Polisiye	Polisiye	15%	%1	%0.67	24
n11-711	Film	Yabancı Filmler	Savaş	Savaş	15%	%1	%0.67	24
n11-712	Film	Yabancı Filmler	Özel Setler	Özel Setler	15%	%1	%0.67	24
n11-713	Film	Yabancı Filmler	Western	Western	15%	%1	%0.67	24
n11-714	Film	Yerli Filmler	Aşk & Romantik	Aşk & Romantik	15%	%1	%0.67	24
n11-715	Film	Yerli Filmler	Diziler	Diziler	15%	%1	%0.67	24
n11-716	Film	Yerli Filmler	Drama & Duygusal	Drama & Duygusal	15%	%1	%0.67	24
n11-717	Film	Yerli Filmler	Komedi	Komedi	15%	%1	%0.67	24
n11-718	Film	Yerli Filmler	Korku & Gerilim	Korku & Gerilim	15%	%1	%0.67	24
n11-719	Film	Yerli Filmler	Macera & Aksiyon	Macera & Aksiyon	15%	%1	%0.67	24
n11-720	Film	Yerli Filmler	Savaş	Savaş	15%	%1	%0.67	24
n11-721	Film	Yerli Filmler	Aile	Aile	15%	%1	%0.67	24
n11-722	Film	Yerli Filmler	Animasyon	Animasyon	15%	%1	%0.67	24
n11-723	Film	Yerli Filmler	Bilim Kurgu & Fantastik	Bilim Kurgu & Fantastik	15%	%1	%0.67	24
n11-724	Film	Yerli Filmler	Gençlik	Gençlik	15%	%1	%0.67	24
n11-725	Film	Yerli Filmler	Klasikler	Klasikler	15%	%1	%0.67	24
n11-726	Film	Yerli Filmler	Polisiye	Polisiye	15%	%1	%0.67	24
n11-727	Film	Yerli Filmler	Özel Setler	Özel Setler	15%	%1	%0.67	24
n11-728	Kitap	Aile	Anne & Baba Kitaplığı	Anne & Baba Kitaplığı	15%	%1	%0.67	20
n11-729	Kitap	Akademik Kitaplar	Bilim & Teknik	Bilim & Teknik	15%	%1	%0.67	20
n11-730	Kitap	Akademik Kitaplar	Biyoloji	Biyoloji	15%	%1	%0.67	20
n11-731	Kitap	Akademik Kitaplar	Edebiyat	Edebiyat	15%	%1	%0.67	20
n11-732	Kitap	Akademik Kitaplar	Ekonomi	Ekonomi	15%	%1	%0.67	20
n11-733	Kitap	Akademik Kitaplar	Felsefe	Felsefe	15%	%1	%0.67	20
n11-734	Kitap	Akademik Kitaplar	Fizik	Fizik	15%	%1	%0.67	20
n11-735	Kitap	Akademik Kitaplar	Hukuk	Hukuk	15%	%1	%0.67	20
n11-736	Kitap	Akademik Kitaplar	Kimya	Kimya	15%	%1	%0.67	20
n11-737	Kitap	Akademik Kitaplar	Medya & İletişim	Medya & İletişim	15%	%1	%0.67	20
n11-738	Kitap	Akademik Kitaplar	Mimarlık	Mimarlık	15%	%1	%0.67	20
n11-739	Kitap	Akademik Kitaplar	Muhasebe & Finans	Muhasebe & Finans	15%	%1	%0.67	20
n11-740	Kitap	Akademik Kitaplar	Mühendislik	Mühendislik	15%	%1	%0.67	20
n11-741	Kitap	Akademik Kitaplar	Pazarlama	Pazarlama	15%	%1	%0.67	20
n11-742	Kitap	Akademik Kitaplar	Psikoloji	Psikoloji	15%	%1	%0.67	20
n11-743	Kitap	Akademik Kitaplar	Reklam & Halkla İlişkiler	Reklam & Halkla İlişkiler	15%	%1	%0.67	20
n11-744	Kitap	Akademik Kitaplar	Sosyoloji	Sosyoloji	15%	%1	%0.67	20
n11-745	Kitap	Akademik Kitaplar	Tarih	Tarih	15%	%1	%0.67	20
n11-746	Kitap	Akademik Kitaplar	Tıp	Tıp	15%	%1	%0.67	20
n11-747	Kitap	Akademik Kitaplar	İnceleme	İnceleme	15%	%1	%0.67	20
n11-748	Kitap	Akademik Kitaplar	İstatistik	İstatistik	15%	%1	%0.67	20
n11-749	Kitap	Akademik Kitaplar	İş Yönetimi	İş Yönetimi	15%	%1	%0.67	20
n11-750	Kitap	Akademik Kitaplar	İşletme	İşletme	15%	%1	%0.67	20
n11-751	Kitap	Akademik Kitaplar	Coğrafya	Coğrafya	15%	%1	%0.67	20
n11-752	Kitap	Araştırma & İnceleme	A.B.D	A.B.D	15%	%1	%0.67	20
n11-753	Kitap	Araştırma & İnceleme	Antropoloji	Antropoloji	15%	%1	%0.67	20
n11-754	Kitap	Araştırma & İnceleme	Atatürkçülük	Atatürkçülük	15%	%1	%0.67	20
n11-755	Kitap	Araştırma & İnceleme	Avrupa Birliği	Avrupa Birliği	15%	%1	%0.67	20
n11-756	Kitap	Araştırma & İnceleme	Demokrasi	Demokrasi	15%	%1	%0.67	20
n11-757	Kitap	Araştırma & İnceleme	Dünya Ülkeleri	Dünya Ülkeleri	15%	%1	%0.67	20
n11-758	Kitap	Araştırma & İnceleme	Enerji & Petrol	Enerji & Petrol	15%	%1	%0.67	20
n11-759	Kitap	Araştırma & İnceleme	Gizli Servisler & Örgütler	Gizli Servisler & Örgütler	15%	%1	%0.67	20
n11-760	Kitap	Araştırma & İnceleme	Küreselleşme	Küreselleşme	15%	%1	%0.67	20
n11-761	Kitap	Araştırma & İnceleme	Orta Doğu	Orta Doğu	15%	%1	%0.67	20
n11-762	Kitap	Araştırma & İnceleme	Politika & Siyaset	Politika & Siyaset	15%	%1	%0.67	20
n11-763	Kitap	Araştırma & İnceleme	Sosyoloji	Sosyoloji	15%	%1	%0.67	20
n11-764	Kitap	Araştırma & İnceleme	Tarih	Tarih	15%	%1	%0.67	20
n11-765	Kitap	Araştırma & İnceleme	Türkiye Üzerine Araştırmalar	Türkiye Üzerine Araştırmalar	15%	%1	%0.67	20
n11-766	Kitap	Araştırma & İnceleme	İdeolojiler	İdeolojiler	15%	%1	%0.67	20
n11-767	Kitap	Araştırma & İnceleme	İnsan Hakları	İnsan Hakları	15%	%1	%0.67	20
n11-768	Kitap	Çocuk & Gençlik Kitapları	Boyama Kitapları	Boyama Kitapları	15%	%1	%0.67	20
n11-769	Kitap	Çocuk & Gençlik Kitapları	Gençlik	Gençlik	15%	%1	%0.67	20
n11-770	Kitap	Çocuk & Gençlik Kitapları	Okul Çağı Çocuk Kitapları	Okul Çağı Çocuk Kitapları	15%	%1	%0.67	20
n11-771	Kitap	Çocuk & Gençlik Kitapları	Okul Öncesi Çocuk Kitapları	Okul Öncesi Çocuk Kitapları	15%	%1	%0.67	20
n11-772	Kitap	Dergiler	Dergiler	Dergiler	15%	%1	%0.67	20
n11-773	Kitap	Din & Mitoloji	Diğer İnançlar	Diğer İnançlar	15%	%1	%0.67	20
n11-774	Kitap	Din & Mitoloji	Mitolojiler & Efsaneler	Mitolojiler & Efsaneler	15%	%1	%0.67	20
n11-775	Kitap	Din & Mitoloji	İslamiyet	İslamiyet	15%	%1	%0.67	20
n11-776	Kitap	Edebiyat	Antoloji	Antoloji	15%	%1	%0.67	20
n11-777	Kitap	Edebiyat	Anı, Mektup, Günlük	Anı, Mektup, Günlük	15%	%1	%0.67	20
n11-778	Kitap	Edebiyat	Biyografi, Otobiyografi, Monografi	Biyografi, Otobiyografi, Monografi	15%	%1	%0.67	20
n11-779	Kitap	Edebiyat	Deneme, Makale, Derleme	Deneme, Makale, Derleme	15%	%1	%0.67	20
n11-780	Kitap	Edebiyat	Efsaneler & Destanlar	Efsaneler & Destanlar	15%	%1	%0.67	20
n11-781	Kitap	Edebiyat	Eleştiri & Kuram	Eleştiri & Kuram	15%	%1	%0.67	20
n11-782	Kitap	Edebiyat	Halk Edebiyatı	Halk Edebiyatı	15%	%1	%0.67	20
n11-783	Kitap	Edebiyat	Roman	Roman	15%	%1	%0.67	20
n11-784	Kitap	Edebiyat	Senaryo & Oyun	Senaryo & Oyun	15%	%1	%0.67	20
n11-785	Kitap	Edebiyat	Söyleşi & Röportaj	Söyleşi & Röportaj	15%	%1	%0.67	20
n11-786	Kitap	Edebiyat	Türk & Dünya Klasikleri	Türk & Dünya Klasikleri	15%	%1	%0.67	20
n11-787	Kitap	Edebiyat	Çağdaş Türk & Dünya Edebiyatı	Çağdaş Türk & Dünya Edebiyatı	15%	%1	%0.67	20
n11-788	Kitap	Edebiyat	Çizgi Roman	Çizgi Roman	15%	%1	%0.67	20
n11-789	Kitap	Edebiyat	Öykü	Öykü	15%	%1	%0.67	20
n11-790	Kitap	Edebiyat	Şiir	Şiir	15%	%1	%0.67	20
n11-791	Kitap	Eğitim & Ders Kitapları	Açıköğretim Yayınları	Açıköğretim Yayınları	15%	%1	%0.67	20
n11-792	Kitap	Eğitim & Ders Kitapları	Bilgisayar Kitapları	Bilgisayar Kitapları	15%	%1	%0.67	20
n11-793	Kitap	Eğitim & Ders Kitapları	Kaynak Kitaplar	Kaynak Kitaplar	15%	%1	%0.67	20
n11-794	Kitap	Eğitim & Ders Kitapları	Kişisel Gelişim	Kişisel Gelişim	15%	%1	%0.67	20
n11-795	Kitap	Eğitim & Ders Kitapları	Sözlükler & İmla Kılavuzları	Sözlükler & İmla Kılavuzları	15%	%1	%0.67	20
n11-796	Kitap	Eğitim & Ders Kitapları	TYT&AYT	TYT&AYT	15%	%1	%0.67	20
n11-797	Kitap	Eğitim & Ders Kitapları	Yabancı Dil Kitapları	Yabancı Dil Kitapları	15%	%1	%0.67	20
n11-798	Kitap	Eğitim & Ders Kitapları	Sınav Kitapları	ALES	15%	%1	%0.67	20
n11-799	Kitap	Eğitim & Ders Kitapları	Sınav Kitapları	DGS	15%	%1	%0.67	20
n11-800	Kitap	Eğitim & Ders Kitapları	Sınav Kitapları	LGS	15%	%1	%0.67	20
n11-801	Kitap	Eğitim & Ders Kitapları	Sınav Kitapları	YDS & TOEFL & IELTS	15%	%1	%0.67	20
n11-802	Kitap	Eğitim & Ders Kitapları	Sınav Kitapları	Diğer Sınavlar	15%	%1	%0.67	20
n11-803	Kitap	Eğitim & Ders Kitapları	Sınav Kitapları	KPSS	15%	%1	%0.67	20
n11-804	Kitap	Eğitim & Ders Kitapları	Sınav Kitapları	AGS	15%	%1	%0.67	20
n11-805	Kitap	Hobi	Astroloji, Rüya Tabirleri, Fal	Astroloji, Rüya Tabirleri, Fal	15%	%1	%0.67	20
n11-806	Kitap	Hobi	Bahçe Bakımı & Çiçek Sanatı	Bahçe Bakımı & Çiçek Sanatı	15%	%1	%0.67	20
n11-807	Kitap	Hobi	Evcil Hayvan Bakımı & Eğitimi	Evcil Hayvan Bakımı & Eğitimi	15%	%1	%0.67	20
n11-808	Kitap	Hobi	Eğlence & Mizah	Eğlence & Mizah	15%	%1	%0.67	20
n11-809	Kitap	Hobi	Fotoğrafçılık & Fotoğraf	Fotoğrafçılık & Fotoğraf	15%	%1	%0.67	20
n11-810	Kitap	Hobi	Gezi & Turizm	Gezi & Turizm	15%	%1	%0.67	20
n11-811	Kitap	Hobi	Kültür	Kültür	15%	%1	%0.67	20
n11-812	Kitap	Hobi	Moda & Giyim	Moda & Giyim	15%	%1	%0.67	20
n11-813	Kitap	Hobi	Müzik	Müzik	15%	%1	%0.67	20
n11-814	Kitap	Hobi	Sanat	Sanat	15%	%1	%0.67	20
n11-815	Kitap	Hobi	Spor	Spor	15%	%1	%0.67	20
n11-816	Kitap	Hobi	Yemek Kitapları & İçecekler	Yemek Kitapları & İçecekler	15%	%1	%0.67	20
n11-817	Kitap	İslamiyet ve İslam Tarihi	Kur’an-ı Kerim	Kur’an-ı Kerim	15%	%1	%0.67	20
n11-818	Kitap	İslamiyet ve İslam Tarihi	Dua Kitapları	Dua Kitapları	15%	%1	%0.67	20
n11-819	Kitap	İslamiyet ve İslam Tarihi	İslam Tarihi	İslam Tarihi	15%	%1	%0.67	20
n11-820	Kitap	İslamiyet ve İslam Tarihi	Dini Roman	Dini Roman	15%	%1	%0.67	20
n11-821	Kitap	İslamiyet ve İslam Tarihi	Diğer	Diğer	15%	%1	%0.67	20
n11-822	Kitap	Kitap Aksesuarları	Kitap Aksesuarları	Kitap Aksesuarları	15%	%1	%0.67	20
n11-823	Kitap	Sağlık	Beslenme & Diyet	Beslenme & Diyet	15%	%1	%0.67	20
n11-824	Kitap	Sağlık	Cinsel Sağlık	Cinsel Sağlık	15%	%1	%0.67	20
n11-825	Kitap	Sağlık	Popüler Tıp & Şifalı Bitkiler	Popüler Tıp & Şifalı Bitkiler	15%	%1	%0.67	20
n11-826	Kitap	Sağlık	Ruh & Beden Sağlığı	Ruh & Beden Sağlığı	15%	%1	%0.67	20
n11-827	Kitap	Sağlık	Yoga & Meditasyon	Yoga & Meditasyon	15%	%1	%0.67	20
n11-828	Kitap	Sahaflar Çarşısı	Sahaflar Çarşısı	Sahaflar Çarşısı	15%	%1	%0.67	20
n11-829	Kitap	Sesli Kitap	Sesli Kitap	Sesli Kitap	15%	%1	%0.67	20
n11-830	Kitap	Tatil Kitapları	Tatil Kitapları	Tatil Kitapları	15%	%1	%0.67	20
n11-831	Kitap	Yabancı Kitaplar	Yabancı Roman	Yabancı Roman	15%	%1	%0.67	20
n11-832	Kitap	Yabancı Kitaplar	Kültür-Sanat	Kültür-Sanat	15%	%1	%0.67	20
n11-833	Kitap	Yabancı Kitaplar	Diğer	Diğer	15%	%1	%0.67	20
n11-834	Müzik	Müzik Aletleri	Amfi, Efekt, Manyetik	Amfi, Efekt, Manyetik	13%	%1	%0.67	24
n11-835	Müzik	Müzik Aletleri	Davul & Perküsyon	Davul & Perküsyon	13%	%1	%0.67	24
n11-836	Müzik	Müzik Aletleri	Gitar Aksesuarları	Kılıf & Çanta	13%	%1	%0.67	24
n11-837	Müzik	Müzik Aletleri	Gitar Aksesuarları	Akort Aleti & Metronom	13%	%1	%0.67	24
n11-838	Müzik	Müzik Aletleri	Gitar Aksesuarları	Akort Burgusu	13%	%1	%0.67	24
n11-839	Müzik	Müzik Aletleri	Gitar Aksesuarları	Tel	13%	%1	%0.67	24
n11-840	Müzik	Müzik Aletleri	Gitar Aksesuarları	Processor & Pedal	13%	%1	%0.67	24
n11-841	Müzik	Müzik Aletleri	Gitar Aksesuarları	Pena	13%	%1	%0.67	24
n11-842	Müzik	Müzik Aletleri	Gitar Aksesuarları	Kapo	13%	%1	%0.67	24
n11-843	Müzik	Müzik Aletleri	Gitar Aksesuarları	Kablolar	13%	%1	%0.67	24
n11-844	Müzik	Müzik Aletleri	Gitar Aksesuarları	Equalizer	13%	%1	%0.67	24
n11-845	Müzik	Müzik Aletleri	Gitar Aksesuarları	Diğer	13%	%1	%0.67	24
n11-846	Müzik	Müzik Aletleri	Gitar Aksesuarları	Askı & Sehpa	13%	%1	%0.67	24
n11-847	Müzik	Müzik Aletleri	Gitarlar	Klasik Gitar	13%	%1	%0.67	24
n11-848	Müzik	Müzik Aletleri	Gitarlar	Akustik Gitar	13%	%1	%0.67	24
n11-849	Müzik	Müzik Aletleri	Gitarlar	Bas Gitar	13%	%1	%0.67	24
n11-850	Müzik	Müzik Aletleri	Gitarlar	Elektro Gitar	13%	%1	%0.67	24
n11-851	Müzik	Müzik Aletleri	Gitarlar	Ukulele	13%	%1	%0.67	24
n11-852	Müzik	Müzik Aletleri	Kulaklıklar	Kulaklıklar	13%	%1	%0.67	24
n11-853	Müzik	Müzik Aletleri	Mikrofonlar	Mikrofonlar	13%	%1	%0.67	24
n11-854	Müzik	Müzik Aletleri	Mixerler	Mixerler	13%	%1	%0.67	24
n11-855	Müzik	Müzik Aletleri	Nefesli Çalgılar	Yan Flüt & Pikolo	13%	%1	%0.67	24
n11-856	Müzik	Müzik Aletleri	Nefesli Çalgılar	Tuba & Suzafon	13%	%1	%0.67	20
n11-857	Müzik	Müzik Aletleri	Nefesli Çalgılar	Trompet, Kornet, Flugelhorn	13%	%1	%0.67	24
n11-858	Müzik	Müzik Aletleri	Nefesli Çalgılar	Trombon	13%	%1	%0.67	24
n11-859	Müzik	Müzik Aletleri	Nefesli Çalgılar	Saksafon	13%	%1	%0.67	24
n11-860	Müzik	Müzik Aletleri	Nefesli Çalgılar	Klarnet	13%	%1	%0.67	24
n11-861	Müzik	Müzik Aletleri	Nefesli Çalgılar	Blok Flüt	13%	%1	%0.67	24
n11-862	Müzik	Müzik Aletleri	Nefesli Çalgılar	Marching Brass	13%	%1	%0.67	24
n11-863	Müzik	Müzik Aletleri	Nefesli Çalgılar	Melodika	13%	%1	%0.67	24
n11-864	Müzik	Müzik Aletleri	Nefesli Çalgılar	Mızıka	13%	%1	%0.67	24
n11-865	Müzik	Müzik Aletleri	Nefesli Çalgılar	Obua	13%	%1	%0.67	24
n11-866	Müzik	Müzik Aletleri	Nefesli Çalgılar	Korno	13%	%1	%0.67	24
n11-867	Müzik	Müzik Aletleri	Nefesli Çalgılar	Fagotlar	13%	%1	%0.67	24
n11-868	Müzik	Müzik Aletleri	Nefesli Çalgılar	Ney	13%	%1	%0.67	24
n11-869	Müzik	Müzik Aletleri	Nefesli Çalgılar	Aksesuarlar	13%	%1	%0.67	24
n11-870	Müzik	Müzik Aletleri	Nefesli Çalgılar	Kaval	13%	%1	%0.67	24
n11-871	Müzik	Müzik Aletleri	Nefesli Çalgılar	Mey	13%	%1	%0.67	24
n11-872	Müzik	Müzik Aletleri	Piyano	Piyano	13%	%1	%0.67	24
n11-873	Müzik	Müzik Aletleri	Stüdyo ve Sahne Ekipmanları	Stüdyo ve Sahne Ekipmanları	13%	%1	%0.67	24
n11-874	Müzik	Müzik Aletleri	Telli Çalgılar	Telli Çalgılar	13%	%1	%0.67	24
n11-875	Müzik	Müzik Aletleri	Vurmalı Çalgılar	Vurmalı Çalgılar	13%	%1	%0.67	24
n11-876	Müzik	Müzik Aletleri	Yaylı Çalgılar	Elektro Yaylı	13%	%1	%0.67	24
n11-877	Müzik	Müzik Aletleri	Yaylı Çalgılar	Keman	13%	%1	%0.67	24
n11-878	Müzik	Müzik Aletleri	Yaylı Çalgılar	Kontrbas	13%	%1	%0.67	24
n11-879	Müzik	Müzik Aletleri	Yaylı Çalgılar	Viyola	13%	%1	%0.67	24
n11-880	Müzik	Müzik Aletleri	Yaylı Çalgılar	Çello	13%	%1	%0.67	24
n11-881	Müzik	Müzik Aletleri	Yaylı Çalgılar	Yaylar (Arşeler)	13%	%1	%0.67	24
n11-882	Müzik	Müzik Aletleri	Yaylı Çalgılar	Aksesuarlar	13%	%1	%0.67	24
n11-883	Müzik	Müzik Aletleri	Yaylı Çalgılar	Kemençe	13%	%1	%0.67	24
n11-884	Müzik	Müzik Aletleri	Klavye, Org, Synthesizer	Klavye, Org, Synthesizer	13%	%1	%0.67	24
n11-885	Müzik	Plaklar	Plaklar	Plaklar	15%	%1	%0.67	24
n11-886	Müzik	Yabancı Albümler	Blues	Blues	15%	%1	%0.67	24
n11-887	Müzik	Yabancı Albümler	Classic	Classic	15%	%1	%0.67	24
n11-888	Müzik	Yabancı Albümler	Club, Dance	Club, Dance	15%	%1	%0.67	24
n11-889	Müzik	Yabancı Albümler	Compilations	Compilations	15%	%1	%0.67	24
n11-890	Müzik	Yabancı Albümler	Electronica	Electronica	15%	%1	%0.67	24
n11-891	Müzik	Yabancı Albümler	Jazz Music	Jazz Music	15%	%1	%0.67	24
n11-892	Müzik	Yabancı Albümler	New Age	New Age	15%	%1	%0.67	24
n11-893	Müzik	Yabancı Albümler	Pop	Pop	15%	%1	%0.67	24
n11-894	Müzik	Yabancı Albümler	R&B	R&B	15%	%1	%0.67	24
n11-895	Müzik	Yabancı Albümler	Rock	Rock	15%	%1	%0.67	24
n11-896	Müzik	Yabancı Albümler	Soul	Soul	15%	%1	%0.67	24
n11-897	Müzik	Yabancı Albümler	Soundtracks	Soundtracks	15%	%1	%0.67	24
n11-898	Müzik	Yabancı Albümler	World	World	15%	%1	%0.67	24
n11-899	Müzik	Yerli Albümler	Alaturka	Alaturka	15%	%1	%0.67	24
n11-900	Müzik	Yerli Albümler	Arabesk	Arabesk	15%	%1	%0.67	24
n11-901	Müzik	Yerli Albümler	Club & Dance	Club & Dance	15%	%1	%0.67	24
n11-902	Müzik	Yerli Albümler	Enstrümantal	Enstrümantal	15%	%1	%0.67	24
n11-903	Müzik	Yerli Albümler	Etnik Müzik	Etnik Müzik	15%	%1	%0.67	24
n11-904	Müzik	Yerli Albümler	Fantazi Müzik	Fantazi Müzik	15%	%1	%0.67	24
n11-905	Müzik	Yerli Albümler	Film Müzikleri	Film Müzikleri	15%	%1	%0.67	24
n11-906	Müzik	Yerli Albümler	Hip Hop & Rap	Hip Hop & Rap	15%	%1	%0.67	24
n11-907	Müzik	Yerli Albümler	Jazz & New Age	Jazz & New Age	15%	%1	%0.67	24
n11-908	Müzik	Yerli Albümler	Klasik	Klasik	15%	%1	%0.67	24
n11-909	Müzik	Yerli Albümler	Pop	Pop	15%	%1	%0.67	24
n11-910	Müzik	Yerli Albümler	Rock	Rock	15%	%1	%0.67	24
n11-911	Müzik	Yerli Albümler	Sufi & Tasavvuf	Sufi & Tasavvuf	15%	%1	%0.67	24
n11-912	Müzik	Yerli Albümler	Tango & Kanto	Tango & Kanto	15%	%1	%0.67	24
n11-913	Müzik	Yerli Albümler	Türk Halk Müziği	Türk Halk Müziği	15%	%1	%0.67	24
n11-914	Müzik	Yerli Albümler	Türk Sanat Müziği	Türk Sanat Müziği	15%	%1	%0.67	24
n11-915	Müzik	Yerli Albümler	Çocuk	Çocuk	15%	%1	%0.67	24
n11-916	Müzik	Yerli Albümler	Özgün Müzik	Özgün Müzik	15%	%1	%0.67	24
n11-917	Müzik	Yerli Albümler	Şiir	Şiir	15%	%1	%0.67	24
n11-918	Yaşam ve Etkinlik	Hobi & Eğitim	Etkinlikler	Etkinlikler	20.34%	%1	%0.67	24
n11-919	Yaşam ve Etkinlik	Spa & Masaj	Spa & Masaj	Spa & Masaj	20.34%	%1	%0.67	24
n11-920	Yetişkin Hobi & Oyun	3D Kalem ve Baskı Ürünleri	3D Kalem ve Aksesuar	3D Kalem ve Aksesuar	18%	%1	%0.67	20
n11-921	Yetişkin Hobi & Oyun	3D Kalem ve Baskı Ürünleri	3D Baskı Ürünleri	3D Baskı Ürünleri	18%	%1	%0.67	20
n11-922	Yetişkin Hobi & Oyun	Action Figure	Anime & Manga	Anime & Manga	18%	%1	%0.67	24
n11-923	Yetişkin Hobi & Oyun	Action Figure	Doğa & Hayvan	Doğa & Hayvan	18%	%1	%0.67	24
n11-924	Yetişkin Hobi & Oyun	Action Figure	Fantastik & Sci-Fi	Fantastik & Sci-Fi	18%	%1	%0.67	24
n11-925	Yetişkin Hobi & Oyun	Action Figure	Koleksiyon	Koleksiyon	18%	%1	%0.67	24
n11-926	Yetişkin Hobi & Oyun	Action Figure	Meslekler	Meslekler	18%	%1	%0.67	24
n11-927	Yetişkin Hobi & Oyun	Action Figure	Moda	Moda	18%	%1	%0.67	24
n11-928	Yetişkin Hobi & Oyun	Action Figure	Müzik	Müzik	18%	%1	%0.67	24
n11-929	Yetişkin Hobi & Oyun	Action Figure	Robot & Gadgets	Robot & Gadgets	18%	%1	%0.67	24
n11-930	Yetişkin Hobi & Oyun	Action Figure	Spor	Spor	18%	%1	%0.67	24
n11-931	Yetişkin Hobi & Oyun	Action Figure	TV & Filmler	TV & Filmler	18%	%1	%0.67	24
n11-932	Yetişkin Hobi & Oyun	Action Figure	Taşıma & Araç	Taşıma & Araç	18%	%1	%0.67	24
n11-933	Yetişkin Hobi & Oyun	Action Figure	Video Oyunları	Video Oyunları	18%	%1	%0.67	24
n11-934	Yetişkin Hobi & Oyun	Action Figure	Çizgi Roman	Çizgi Roman	18%	%1	%0.67	24
n11-935	Yetişkin Hobi & Oyun	Kutu Oyunları	Hobi & Kutu Oyunları	Hobi & Kutu Oyunları	18%	%1	%0.67	24
n11-936	Yetişkin Hobi & Oyun	Kutu Oyunları	Eğitici Oyunlar	Eğitici Oyunlar	18%	%1	%0.67	24
n11-937	Yetişkin Hobi & Oyun	Kutu Oyunları	Kağıt Oyunları	Kağıt Oyunları	18%	%1	%0.67	24
n11-938	Yetişkin Hobi & Oyun	Maketler	Ahşap Maket	Ahşap Maket	18%	%1	%0.67	24
n11-939	Yetişkin Hobi & Oyun	Maketler	Araba Maketi	Araba Maketi	18%	%1	%0.67	24
n11-940	Yetişkin Hobi & Oyun	Maketler	Askeri Araç Maketi	Askeri Araç Maketi	18%	%1	%0.67	24
n11-941	Yetişkin Hobi & Oyun	Maketler	Gemi Maketi	Gemi Maketi	18%	%1	%0.67	24
n11-942	Yetişkin Hobi & Oyun	Maketler	Helikopter Maketi	Helikopter Maketi	18%	%1	%0.67	24
n11-943	Yetişkin Hobi & Oyun	Maketler	Maket Aksesuarı	Maket Aksesuarı	18%	%1	%0.67	24
n11-944	Yetişkin Hobi & Oyun	Maketler	Taş Maket	Taş Maket	18%	%1	%0.67	24
n11-945	Yetişkin Hobi & Oyun	Maketler	Uzay Gemisi Maketi	Uzay Gemisi Maketi	18%	%1	%0.67	24
n11-946	Yetişkin Hobi & Oyun	Maketler	Uçak Maketi	Uçak Maketi	18%	%1	%0.67	24
n11-947	Yetişkin Hobi & Oyun	Model Taşıtlar	Model Deniz Taşıtı	Model Deniz Taşıtı	18%	%1	%0.67	24
n11-948	Yetişkin Hobi & Oyun	Model Taşıtlar	Model Taşıt Aksesuarı	Model Taşıt Aksesuarı	18%	%1	%0.67	24
n11-949	Yetişkin Hobi & Oyun	Model Taşıtlar	Model Otomobil	Model Otomobil	18%	%1	%0.67	24
n11-950	Yetişkin Hobi & Oyun	Model Taşıtlar	Model Uçak & Helikopter	Model Uçak & Helikopter	18%	%1	%0.67	24
n11-951	Yetişkin Hobi & Oyun	Model Taşıtlar	Model Tren	Model Tren	18%	%1	%0.67	24
